Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
SOC2,CC2.8,Corrective,Compliant,3.7,Monthly,Critical,6668532415.0,80022.39,1738.45,Virtual-Machine,Public,Risk Management,Security,FR,Financial-Services,Compliance-Assessment,Critical,False,andrew.castillo@finserv.com - Risk Manager,23,0.995,Regulatory_Action,False,2910915.66,Large,1.2000000152957193e-05,10.0,84.975,2.9167284953225345,53.5,82.875,81.16007442924436,34.238283434445634
SOC2,CC7.4.2,Physical,Compliant,4.2,Weekly,Negligible,42606417481.52,255638.5,7818.99,Server,Restricted,Internal Audit,Confidentiality,IN,Financial-Services,Penetration-Test,Low,False,jessica.carter@finserv.com - Compliance Manager,3,1.0,Data_Breach,False,182973.77,Enterprise,5.999999885249212e-06,10.0,91.30000000000001,0.2281143486795883,72.49999999999999,93.5,79.90597802480175,36.34962990956422
GDPR,Art.58,Compensating,Non_Compliant,4.0,Weekly,High,10415942472.09,156239137.08,892.38,Mobile-Device,Regulated,Cloud Security Engineering,Privacy Compliance,FR,Technology,Vendor,High,True,raymond.short@tech.io - Compliance Manager,2,0.714,Data_Loss,True,3641119.53,Enterprise,0.014999999999870391,10.0,50.01749999999999,1.8480001199423959,71.00000000000001,68.85,72.15308763845509,45.23064256367375
CIS-Controls,Control 7.6,Hybrid,Not_Assessed,2.4,Quarterly,Negligible,124025962.47,1000.0,259.78,API,Internal,IT Risk Management,Vulnerability Management,SG,Manufacturing,SOC-Audit,Informational,True,kayla.cox@corp.com - Security Manager,55,0.459,Compliance_Violation,False,16546.2,Mid-Market,8.062827976375389e-06,2.8494110401108634,44.5,0.12009926740945853,58.25,65.475,69.54681129022994,42.38289203826883
ISO27001,A.13.10.2,Hybrid,Non_Compliant,3.5,Weekly,High,258916792.66,25891.68,531.67,Endpoint,Public,Security Operations,Information Security,ZA,Government,Internal,Critical,True,jennifer.hunt@gov.org - Audit Manager,3,0.613,No_Incident,True,0.0,Mid-Market,0.00010000000283488759,10.0,54.33749999999999,1.9567034908955447,46.00000000000001,63.324999999999996,22.75,28.052636047268667
NIST-CSF,SA-21(15),Corrective,In_Progress,3.5,Monthly,Low,1251997922.3,80127.87,791.45,IoT-Device,Confidential,Educational Technology,Business Continuity,ZA,Education,Certification,Low,False,debra.patterson@edu.org - Security Manager,6,0.681,Access_Violation,False,55781.49,Large,6.400000237444484e-05,10.0,58.8,0.4517046953906914,59.0,85.52499999999999,69.3662447406338,39.058760356743974
ISO27001,A.11.8,Physical,Partially_Compliant,3.2,Monthly,Low,1675122406.35,48243.53,500.0,Physical-Server,Internal,DevSecOps,Operations Security,AU,Technology,Penetration-Test,Low,False,david.thomas@tech.io - Compliance Manager,10,0.645,System_Outage,False,208591.45,Large,2.8800002804045833e-05,10.0,62.93749999999999,0.5744036179191663,58.5,84.625,74.29824646273492,38.92259537792273
NIST-CSF,AC-7(5),Administrative,Compliant,3.0,Monthly,Medium,1203935359.93,4815.74,3793.27,Virtual-Machine,Public,Internal Audit,Business Continuity,BR,Insurance,Penetration-Test,Best-Practice,False,jose.bryan@corp.com - Compliance Manager,1,0.84,No_Incident,True,0.0,Large,3.9999988041550665e-06,0.2695484371004436,77.99999999999999,1.1775647260705133,48.50000000000001,91.0,22.75,22.52826941782116
ISO27001,A.9.1,Hybrid,Partially_Compliant,3.9,Monthly,Medium,14882292773.24,1071525.08,231128.96,Cloud-Service,Internal,Regulatory Compliance,Asset Management,GB,Financial-Services,Regulatory,Medium,True,karen.rodriguez@finserv.com - Audit Manager,1,0.814,System_Outage,False,3710948.69,Enterprise,7.200000002195362e-05,3.636048550558096,76.72500000000001,1.5118975078881256,62.74999999999999,75.84999999999998,77.42371266645436,37.44456178565731
ISO27001,A.16.5,Physical,Partially_Compliant,3.3,Weekly,Medium,93680644.63,6745.01,500.0,Physical-Server,Internal,Security Operations,Access Control,JP,Government,Vendor,Medium,False,gary.gutierrez@gov.org - Risk Manager,1,0.856,Access_Violation,False,16207.35,SME,7.200003828581683e-05,10.0,71.66250000000001,1.3017330740299262,62.5,86.9,68.02434701547293,36.70476432530356
SOC2,CC5.6,Hybrid,Compliant,3.9,Monthly,Low,21913333482.44,105184.0,1608.82,POS-System,Internal,Regulatory Compliance,Security,GB,Financial-Services,Regulatory,Low,False,matthew.durham@finserv.com - Compliance Manager,39,0.891,Access_Violation,False,45511.82,Enterprise,4.799999967338973e-06,10.0,88.00000000000001,0.7980913394924419,66.5,84.775,67.89533436367789,33.44349427458331
ISO27001,A.6.8.1,Administrative,Compliant,3.4,Monthly,High,82660798036.98,9919295.76,4894.84,Data-Store,Restricted,Information Security,Asset Management,SG,Energy,External,Medium,False,laura.clark@energy.com - Security Manager,27,0.966,Data_Breach,False,3381617.09,Enterprise,0.00011999999994631554,10.0,81.24999999999999,1.9910401006662501,81.0,89.64999999999999,84.3228113952247,42.39937430924482
ISO27001,A.8.7.1,Detective,Compliant,3.3,Weekly,Low,429984896.1,1000.0,213.65,POS-System,Public,Information Security,Access Control,CH,Energy,ISO-Audit,Recommendation,False,colton.may@energy.com - Compliance Manager,14,0.863,No_Incident,True,0.0,Mid-Market,2.3256630850759783e-06,3.6805523051720104,82.24999999999999,0.6800403809649072,55.50000000000001,90.07499999999999,22.75,23.066512114289477
GDPR,Art.8,Technical,Partially_Compliant,3.3,Weekly,Critical,1107860251.56,11964890.72,500.0,Container,Regulated,Security Architecture,Data Protection,DE,Technology,Compliance-Assessment,Low,False,charles.nolan@tech.io - Compliance Manager,14,0.855,Control_Bypass,True,725147.47,Large,0.010800000002845126,10.0,65.64499999999998,2.300200631888478,73.5,89.875,66.90106733746319,41.03402365705919
SOC2,CC3.6,Detective,Not_Assessed,3.6,Weekly,High,6818615914.52,4091169.55,1639.51,Backup-System,Restricted,Medical Device Security,Trust Services Criteria,IN,Healthcare,Certification,High,True,travis.sanchez@health.org - Audit Manager,2,0.769,Data_Breach,True,7370660.13,Large,0.0006000000001888945,10.0,61.04999999999999,2.0988004328064847,71.5,70.225,71.918766111857,42.62589335221335
ISO27001,A.8.1,Corrective,Not_Assessed,2.7,Monthly,Low,170933145.74,13674.65,5967.16,Cloud-Service,Confidential,Customer Data Protection,Asset Management,JP,Retail,SOC-Audit,Low,False,jordan.phillips@retail.com - Security Manager,28,0.434,Access_Violation,False,39991.45,Mid-Market,7.999999029328107e-05,1.2916513048083176,52.725,0.5210853819907008,61.75000000000001,79.35,69.00494502626829,41.21356461985087
ISO27001,A.16.12.1,Compensating,Compliant,2.9,Monthly,Negligible,8614024691.23,3445.61,1371.94,Network-Device,Public,Compliance and Governance,Access Control,JP,Manufacturing,Regulatory,Best-Practice,False,sean.cobb@corp.com - Risk Manager,22,0.875,Configuration_Error,False,4216.55,Large,4.0000001433801324e-07,1.511487382830153,75.25,0.13200499112198316,45.5,91.875,59.56265059987512,29.51463161731162
NIST-CSF,SC-13(15),Physical,Compliant,3.9,Monthly,Low,18342046835.47,29347.27,5705.52,Backup-System,Public,Policy and Compliance,Cybersecurity,JP,Government,Customer,Best-Practice,False,holly.carroll@gov.org - Risk Manager,36,0.949,Policy_Violation,False,31272.59,Enterprise,1.5999997308505399e-06,4.143662628472076,86.625,0.7140277288014015,50.5,87.725,59.98794434555206,28.180547187750832
PCI-DSS,Req 3.4.5,Physical,Compliant,3.6,Weekly,Low,2304026984.52,221186.59,2034.41,E-Commerce-Platform,Regulated,Payment Security,Transaction Security,BR,Financial-Services,Internal,Informational,False,brooke.juarez@finserv.com - Payment Security Manager,3,0.92,Regulatory_Action,True,178981.47,Large,9.599999977694706e-05,10.0,89.375,0.7808256776579707,85.00000000000001,93.0,69.88202624288154,38.116902951873705
PCI-DSS,Req 11.1.4,Technical,Compliant,3.7,Weekly,Medium,175027533.1,52508.26,8918.37,Server,Financial-Data,Privacy Office,Payment Security,SE,Financial-Services,Third-Party-Risk,Best-Practice,False,earl.roberts@finserv.com - Card Data Security Officer,10,1.0,System_Outage,False,205188.51,Mid-Market,0.0003000000003999371,4.88765211580143,89.92500000000001,1.4782968127929923,78.75000000000001,95.0,76.78038788591468,38.005816621020834
ISO27001,A.18.12.5,Corrective,Compliant,2.8,Monthly,Low,146283270.84,2340.53,500.0,E-Commerce-Platform,Confidential,Compliance Engineering,Information Security,ZA,Technology,ISO-Audit,Medium,False,jeffrey.wood@tech.io - Security Manager,45,0.737,Malware,False,477229.25,Mid-Market,1.5999984048483558e-05,3.6810600000000004,72.67499999999998,0.5602287850128578,65.75,77.925,76.94681991079679,38.82618261766322
NIST-CSF,CP-4(10),Hybrid,Partially_Compliant,3.9,Quarterly,High,385267726.79,277392.76,500.0,E-Commerce-Platform,Restricted,Privacy Office,Incident Response,AU,Defense,ISO-Audit,Low,False,michael.carter@corp.com - Audit Manager,120,0.691,No_Incident,True,0.0,Mid-Market,0.0007199999914635985,10.0,69.5625,2.082962335884215,77.75,73.775,22.75,32.221763700765266
SOC2,CC1.4,Corrective,Compliant,3.3,Monthly,Medium,885519379.79,10626.23,1462.92,Physical-Server,Internal,Risk Management,Confidentiality,CA,Financial-Services,Customer,Medium,False,shirley.moore@finserv.com - Audit Manager,5,0.923,Data_Breach,False,343433.88,Mid-Market,1.1999997111887037e-05,6.2637123014245475,82.775,1.4727311388352096,65.5,88.575,80.58961100241359,37.24099154213329
ISO27001,A.10.8.5,Physical,Compliant,3.1,Monthly,Low,177439128.17,1000.0,500.0,Container,Public,Information Security,Compliance,CH,Manufacturing,Customer,Low,False,cynthia.alvarez@corp.com - Security Manager,0,0.756,Training_Deficiency,False,9673.77,Mid-Market,5.63573553541091e-06,1.0,79.74999999999999,0.4800710102677461,44.25,87.4,58.71410162313742,28.011841627707813
GDPR,Art.23,Technical,Partially_Compliant,3.1,Weekly,Low,309528912.5,490293.8,500.0,Mobile-Device,Personal-Data,Security Architecture,Privacy Compliance,DE,Technology,Certification,Low,False,scott.phillips@tech.io - Privacy Manager,7,0.766,System_Outage,False,318802.06,Mid-Market,0.0015840000083998614,10.0,64.695,0.5821782616187753,69.25,87.64999999999999,79.758806203193,42.265164719124236
NIST-CSF,IR-28,Corrective,In_Progress,3.1,Weekly,Medium,3459667767.76,55354.68,8009.78,Data-Store,Public,Medical Device Security,Cybersecurity,JP,Healthcare,Certification,Informational,False,julia.neal@health.org - Audit Manager,11,0.664,No_Incident,True,0.0,Large,1.5999998761684563e-05,5.91088644132548,64.13,1.4132921673154342,59.00000000000001,86.6,22.75,28.691487650194635
NIST-CSF,AC-22,Hybrid,Remediation_Required,3.0,Weekly,Critical,13208093683.56,1584971.24,20912.41,API,Public,Information Security,Incident Response,GB,Energy,SOC-Audit,High,True,dwayne.carter@energy.com - Security Manager,4,0.494,System_Outage,False,2156120.99,Enterprise,0.00011999999984651835,10.0,49.75000000000001,2.62854269161193,56.25,63.349999999999994,76.83418332227593,42.780399471938765
ISO27001,A.13.6.2,Technical,In_Progress,3.5,Weekly,Medium,156040779.27,2496.65,1289.24,Database,Public,Risk Management Bureau,Asset Management,DE,Government,Internal,Medium,False,patrick.walsh@gov.org - Audit Manager,1,0.682,No_Incident,True,0.0,Mid-Market,1.5999984181570923e-05,0.9365284974093265,66.8325,1.3177860454697086,60.25,82.55,22.75,28.299710813640914
PCI-DSS,Req 2.5,Administrative,Non_Compliant,2.4,Monthly,Critical,45373987.0,408365.88,500.0,Container,Regulated,Payment Card Security,Cardholder Data Protection,JP,Retail,ISO-Audit,Critical,True,anthony.lewis@retail.com - Card Data Security Officer,18,0.406,No_Incident,True,0.0,SME,0.008999999933882822,10.0,42.25,2.0865143245291624,71.5,58.14999999999999,25.25,37.98845429735874
PCI-DSS,Req 3.8,Preventive,Non_Compliant,4.0,Weekly,Negligible,335765553.47,125912.08,8779.57,Database,Financial-Data,IT Risk Management,Payment Security,NL,Defense,Third-Party-Risk,Low,False,kevin.silva@corp.com - PCI Compliance Manager,0,0.641,Configuration_Error,False,3135.02,Mid-Market,0.00037499999240169223,10.0,54.705000000000005,0.18679706611477617,87.5,84.52499999999999,61.740947059346965,45.602978531703826
SOC2,CC1.8,Preventive,Partially_Compliant,3.3,Weekly,Low,15744808309.5,1511501.6,628.49,Server,Confidential,Privacy Office,Processing Integrity,DE,Healthcare,ISO-Audit,Low,True,jordan.griffith@health.org - Compliance Manager,12,0.74,No_Incident,True,0.0,Enterprise,9.600000014531775e-05,10.0,73.26000000000002,0.7577280718537287,66.5,76.99999999999999,21.5,27.837318421556116
SOC2,CC4.5,Physical,Compliant,3.6,Weekly,High,23458070484.95,562993.69,500.0,Mobile-Device,Internal,Compliance and Governance,Processing Integrity,CH,Telecommunications,Compliance-Assessment,Low,False,julie.ferrell@corp.com - Security Manager,3,0.865,Access_Violation,False,232668.71,Enterprise,2.399999993013918e-05,10.0,80.0,1.6383360298394984,50.75000000000001,90.125,69.66684962134431,32.112370733220715
SOC2,CC1.1,Hybrid,Compliant,3.5,Quarterly,High,1389190661.01,111135.25,2162.66,Server,Confidential,DevSecOps,Processing Integrity,BR,Technology,Third-Party-Risk,Medium,False,richard.montgomery@tech.io - Risk Manager,70,0.889,System_Outage,False,2986296.68,Large,7.999999792627456e-05,10.0,71.9625,1.6251221794586974,61.5,81.725,75.93783274217787,38.05947820227318
PCI-DSS,Req 12.1,Administrative,Non_Compliant,4.2,Monthly,High,1435791108.26,500000.0,209595.02,Database,Confidential,Fraud Prevention,Payment Security,SE,Financial-Services,Certification,High,True,george.cooper@finserv.com - PCI Compliance Manager,6,0.693,No_Incident,True,0.0,Large,0.00034824007275399395,1.3855528628495086,56.37500000000001,2.2108939210453777,75.25,68.325,25.25,35.43201817631362
NIST-CSF,CP-4(8),Technical,Partially_Compliant,2.5,Daily,High,12072964.04,5795.02,500.0,POS-System,Confidential,Compliance and Governance,Incident Response,IN,Pharmaceuticals,Vendor,Medium,False,eric.farrell@corp.com - Audit Manager,1,0.684,System_Outage,False,1588886.86,SME,0.00047999977311288344,10.0,66.6,1.831746260130499,67.5,82.6,76.50273311699299,41.07507050143775
PCI-DSS,Req 10.8.2,Technical,Partially_Compliant,4.3,Weekly,Negligible,10716957643.3,500000.0,790.27,Physical-Server,Confidential,Information Security,Cardholder Data Protection,SE,Defense,External,High,False,leon.brooks@corp.com - Card Data Security Officer,10,0.884,No_Incident,True,0.0,Enterprise,4.6655031832899773e-05,10.0,76.4925,0.21683992330525145,70.5,83.10000000000001,25.25,28.616926976991575
NIST-CSF,MA-30(5),Corrective,Compliant,3.0,Monthly,High,1782133705.76,14257.07,4703.39,Server,Public,Internal Audit,Incident Response,GB,Energy,Internal,High,False,michelle.washington@energy.com - Security Manager,8,0.731,Configuration_Error,False,45565.99,Large,8.000000198593405e-06,2.0312327916672865,76.25,1.9721404866268957,52.5,79.27499999999999,62.14662585379291,32.08346731674665
ISO27001,A.10.10.4,Preventive,Remediation_Required,3.1,Weekly,Low,141358092.55,6785.19,3750.0,SCADA-System,Internal,IT Risk Management,Operations Security,CH,Manufacturing,Compliance-Assessment,Informational,True,gary.fox@corp.com - Security Manager,0,0.416,No_Incident,True,0.0,Mid-Market,4.80000110188244e-05,0.8093839999999999,52.025,0.4806078341780794,61.25000000000001,70.39999999999999,22.75,32.000432350253426
NIST-CSF,AT-1,Administrative,Not_Assessed,2.3,Quarterly,Medium,14450953.01,1000.0,150.82,Cloud-Service,Internal,Compliance Engineering,Risk Management,SG,Technology,Third-Party-Risk,Informational,False,gregory.prince@tech.io - Security Manager,120,0.288,No_Incident,True,0.0,SME,6.919958838064203e-05,5.630420368651373,45.3625,1.0719834055920163,57.75,65.2,22.75,32.968470021677604
ISO27001,A.8.9,Technical,Partially_Compliant,3.3,Weekly,Critical,3196867518.65,3452616.92,11670.48,Data-Store,Restricted,Store Operations Security,Operations Security,ZA,Retail,Compliance-Assessment,Critical,False,alexis.arroyo@retail.com - Risk Manager,3,0.725,Policy_Violation,False,70725.91,Large,0.0010799999999555816,10.0,70.35,2.009544745777567,73.0,76.125,60.87396171132858,38.440155765998995
PCI-DSS,Req 2.8.3,Compensating,Partially_Compliant,2.6,Monthly,High,132846575.41,478247.67,2596.73,Physical-Server,Financial-Data,Store Operations Security,Payment Security,BR,Retail,Customer,Critical,True,matthew.parker@retail.com - Payment Security Manager,17,0.555,No_Incident,True,0.0,Mid-Market,0.0035999999888894386,10.0,58.650000000000006,1.5418254107401834,77.75,61.87499999999999,25.25,35.28754762322205
SOC2,CC5.8,Technical,Compliant,3.2,Weekly,Medium,3176023666.18,38112.28,1965.17,SCADA-System,Internal,Health Information Management,Availability,US,Healthcare,Penetration-Test,Medium,False,jeffrey.ramirez@health.org - Security Manager,14,0.898,Configuration_Error,True,19030.32,Large,1.1999998742402318e-05,10.0,85.80000000000001,1.4132171137303993,70.25,87.94999999999999,47.948672279287564,31.12619958997663
ISO27001,A.14.11,Compensating,Partially_Compliant,3.0,Weekly,Low,72766484.92,10478.37,3723.89,Cloud-Service,Restricted,Health Information Management,Asset Management,IN,Healthcare,ISO-Audit,Low,True,kimberly.mccormick@health.org - Audit Manager,12,0.618,Access_Violation,False,44369.49,SME,0.00014399994738676736,1.8138237165974294,71.11500000000001,0.7046841156641651,72.75,73.94999999999999,69.11773556205063,39.44370234710937
CIS-Controls,Control 11.6,Corrective,Compliant,3.3,Monthly,Medium,3699113959.47,44389.37,500.0,Container,Internal,Security Architecture,Network Security,GB,Technology,Third-Party-Risk,Low,False,debra.kelly@tech.io - Security Manager,45,0.776,Configuration_Error,True,6191.65,Large,1.2000000672150151e-05,10.0,70.3,1.0991681892439154,55.25,81.9,44.22969133745164,30.413188724263502
PCI-DSS,Req 1.1,Corrective,Compliant,3.6,Monthly,Medium,10042916680.87,500000.0,2653.35,Container,Financial-Data,Risk Management,Transaction Security,GB,Financial-Services,Vendor,Observation,False,stephen.durham@finserv.com - Card Data Security Officer,14,0.826,No_Incident,True,0.0,Enterprise,4.9786333581001676e-05,10.0,85.8,1.5114464423201983,79.5,89.89999999999999,25.25,28.92843393269606
SOC2,CC8.8,Compensating,In_Progress,3.1,Monthly,Medium,6701763151.91,321684.63,500.0,IoT-Device,Internal,Internal Audit,Processing Integrity,SE,Insurance,Certification,Medium,False,rebecca.larsen@corp.com - Audit Manager,45,0.549,Policy_Violation,False,54960.45,Large,4.799999980726266e-05,10.0,53.6,1.1782201119079574,58.00000000000001,73.225,59.35014545453794,38.323495124479976
ISO27001,A.9.9,Compensating,Compliant,3.6,Monthly,Medium,2078270696.94,83130.83,2684.46,Payment-System,Confidential,Policy and Compliance,Compliance,US,Government,Penetration-Test,Informational,False,megan.logan@gov.org - Security Manager,7,0.929,Data_Breach,True,408936.1,Large,4.0000001021233665e-05,10.0,82.6875,1.3351821958727934,76.25,93.22500000000001,70.02914128209859,37.79700791518155
